LVDT 1 (medial),LVDT 2 (central),LVDT 3 (lateral),LVDT 4 (lateral
6.73349540000023,7.50849242470736,0.391756075150557,-7.81524676796222
6.72839223931136,7.50849242470736,0.401964702658944,-7.81269470003321
6.74115014103353,7.51359705140982,0.396860388904752,-7.81524676796222
6.73094381965579,7.50338779800491,0.396860388904752,-7.81524676796222
6.73349540000023,7.50849242470736,0.401964702658944,-7.81014263210421
6.74115014103353,7.51359705140982,0.394308232027655,-7.82290297174923
6.73094381965579,7.50849242470736,0.394308232027655,-7.81524676796222
6.73604698034466,7.50849242470736,0.401964702658944,-7.8075905641752
6.73604698034466,7.51104473805859,0.394308232027655,-7.81524676796222
6.73094381965579,7.50849242470736,0.396860388904752,-7.81524676796222
6.73094381965579,7.51104473805859,0.401964702658944,-7.81269470003321
6.73604698034466,7.51359705140982,0.394308232027655,-7.81524676796222
6.73349540000023,7.50849242470736,0.394308232027655,-7.81524676796222
6.73349540000023,7.50594011135613,0.401964702658944,-7.81269470003321
6.73604698034466,7.51359705140982,0.389203918273459,-7.82290297174923
6.73094381965579,7.50338779800491,0.396860388904752,-7.81524676796222
6.73604698034466,7.50849242470736,0.394308232027655,-7.81014263210421
6.73859856068909,7.50849242470736,0.389203918273459,-7.82290297174923
6.72839223931136,7.50338779800491,0.394308232027655,-7.81014263210421
6.72839223931136,7.51359705140982,0.401964702658944,-7.81524676796222
6.73604698034466,7.50849242470736,0.389203918273459,-7.82290297174923
6.72839223931136,7.50338779800491,0.396860388904752,-7.81524676796222
6.73094381965579,7.51359705140982,0.401964702658944,-7.81779883589122
6.73859856068909,7.50849242470736,0.389203918273459,-7.81524676796222
6.72839223931136,7.50338779800491,0.401964702658944,-7.8075905641752
6.73094381965579,7.51359705140982,0.396860388904752,-7.81524676796222
6.73349540000023,7.50849242470736,0.389203918273459,-7.82035090382023
6.72839223931136,7.50338779800491,0.394308232027655,-7.81269470003321
6.73349540000023,7.51104473805859,0.394308232027655,-7.81524676796222
6.73859856068909,7.50849242470736,0.389203918273459,-7.81524676796222
6.73349540000023,7.50594011135613,0.396860388904752,-7.8075905641752
6.72584065896692,7.51359705140982,0.401964702658944,-7.81524676796222
6.73859856068909,7.50849242470736,0.396860388904752,-7.82035090382023
6.73349540000023,7.50083548465368,0.394308232027655,-7.81269470003321
6.72839223931136,7.51104473805859,0.394308232027655,-7.81524676796222
6.73349540000023,7.50849242470736,0.396860388904752,-7.82290297174923
6.73094381965579,7.50338779800491,0.389203918273459,-7.81524676796222
6.72839223931136,7.51359705140982,0.401964702658944,-7.81524676796222
6.73859856068909,7.50849242470736,0.396860388904752,-7.81524676796222
6.73349540000023,7.50849242470736,0.394308232027655,-7.81269470003321
6.73349540000023,7.51359705140982,0.396860388904752,-7.82290297174923
6.73859856068909,7.50338779800491,0.389203918273459,-7.81779883589122
6.72839223931136,7.50849242470736,0.401964702658944,-7.81524676796222
6.73349540000023,7.50849242470736,0.394308232027655,-7.82035090382023
6.72839223931136,7.50338779800491,0.389203918273459,-7.8075905641752
6.73094381965579,7.51359705140982,0.399412545781846,-7.81524676796222
6.74115014103353,7.51104473805859,0.389203918273459,-7.82290297174923
6.72839223931136,7.50338779800491,0.401964702658944,-7.81269470003321
6.73859856068909,7.51359705140982,0.394308232027655,-7.82290297174923
6.73349540000023,7.50083548465368,0.394308232027655,-7.81014263210421
6.73349540000023,7.51359705140982,0.401964702658944,-7.81524676796222
6.73859856068909,7.50338779800491,0.389203918273459,-7.81779883589122
6.72839223931136,7.51104473805859,0.396860388904752,-7.81014263210421
6.73349540000023,7.51104473805859,0.396860388904752,-7.82290297174923
6.73349540000023,7.50338779800491,0.389203918273459,-7.81524676796222
6.72839223931136,7.51359705140982,0.401964702658944,-7.81524676796222
6.73859856068909,7.50849242470736,0.389203918273459,-7.81524676796222
6.72839223931136,7.50594011135613,0.394308232027655,-7.81014263210421
6.73349540000023,7.50849242470736,0.396860388904752,-7.82035090382023
6.73094381965579,7.50594011135613,0.391756075150557,-7.81524676796222
6.73349540000023,7.50849242470736,0.401964702658944,-7.81269470003321
6.73859856068909,7.51104473805859,0.389203918273459,-7.82290297174923
6.73094381965579,7.50083548465368,0.394308232027655,-7.81524676796222
6.73349540000023,7.50849242470736,0.401964702658944,-7.81524676796222
6.73859856068909,7.51104473805859,0.391756075150557,-7.81524676796222
6.72584065896692,7.50083548465368,0.394308232027655,-7.81014263210421
6.73094381965579,7.51359705140982,0.394308232027655,-7.81524676796222
6.73349540000023,7.50594011135613,0.389203918273459,-7.81524676796222
6.72839223931136,7.50083548465368,0.401964702658944,-7.81269470003321
6.74115014103353,7.51104473805859,0.394308232027655,-7.82290297174923
6.73349540000023,7.50083548465368,0.391756075150557,-7.81524676796222
6.72839223931136,7.50594011135613,0.401964702658944,-7.8075905641752
6.74115014103353,7.51104473805859,0.394308232027655,-7.82290297174923
6.73094381965579,7.50338779800491,0.396860388904752,-7.81524676796222
6.73349540000023,7.50849242470736,0.404516859536042,-7.81269470003321
6.73604698034466,7.51359705140982,0.386651761396362,-7.82035090382023
6.72839223931136,7.50083548465368,0.394308232027655,-7.8075905641752
6.73349540000023,7.51614936476105,0.394308232027655,-7.82290297174923
6.73349540000023,7.50083548465368,0.389203918273459,-7.81524676796222
6.72584065896692,7.50849242470736,0.394308232027655,-7.81524676796222
6.74115014103353,7.50849242470736,0.396860388904752,-7.81779883589122
6.73349540000023,7.50083548465368,0.394308232027655,-7.81014263210421
6.73094381965579,7.51359705140982,0.401964702658944,-7.81524676796222
6.74115014103353,7.50594011135613,0.389203918273459,-7.81524676796222
6.72839223931136,7.50849242470736,0.401964702658944,-7.81779883589122
6.73349540000023,7.51104473805859,0.394308232027655,-7.82290297174923
6.73094381965579,7.50083548465368,0.394308232027655,-7.81524676796222
6.72839223931136,7.50849242470736,0.401964702658944,-7.82035090382023
6.73094381965579,7.50849242470736,0.396860388904752,-7.82290297174923
6.73349540000023,7.49828317130245,0.394308232027655,-7.81014263210421
6.73349540000023,7.51359705140982,0.394308232027655,-7.81779883589122
6.73094381965579,7.51104473805859,0.391756075150557,-7.82035090382023
6.73094381965579,7.50083548465368,0.401964702658944,-7.8075905641752
6.73604698034466,7.51104473805859,0.396860388904752,-7.81779883589122
6.73349540000023,7.50338779800491,0.389203918273459,-7.81524676796222
6.72839223931136,7.51104473805859,0.401964702658944,-7.81524676796222
6.73859856068909,7.50849242470736,0.394308232027655,-7.82290297174923
6.73094381965579,7.50849242470736,0.396860388904752,-7.8075905641752
6.73349540000023,7.51104473805859,0.399412545781846,-7.81524676796222
6.73859856068909,7.50083548465368,0.389203918273459,-7.81524676796222
6.72584065896692,7.51104473805859,0.404516859536042,-7.81524676796222
6.73859856068909,7.50849242470736,0.394308232027655,-7.82035090382023
6.73094381965579,7.50849242470736,0.394308232027655,-7.81269470003321
6.73349540000023,7.51359705140982,0.399412545781846,-7.82035090382023
6.73094381965579,7.50083548465368,0.394308232027655,-7.81524676796222
6.73094381965579,7.51104473805859,0.396860388904752,-7.81524676796222
6.73604698034466,7.50849242470736,0.389203918273459,-7.82290297174923
6.72584065896692,7.50594011135613,0.394308232027655,-7.81014263210421
6.73094381965579,7.51104473805859,0.394308232027655,-7.81524676796222
6.73094381965579,7.50594011135613,0.389203918273459,-7.81524676796222
6.72839223931136,7.50849242470736,0.404516859536042,-7.8075905641752
6.73859856068909,7.51359705140982,0.396860388904752,-7.82290297174923
6.73349540000023,7.50083548465368,0.394308232027655,-7.81524676796222
6.73349540000023,7.50849242470736,0.394308232027655,-7.81524676796222
6.73349540000023,7.50849242470736,0.391756075150557,-7.82290297174923
6.72839223931136,7.50083548465368,0.401964702658944,-7.81014263210421
6.73859856068909,7.51359705140982,0.396860388904752,-7.81524676796222
6.73094381965579,7.50338779800491,0.394308232027655,-7.81779883589122
6.73349540000023,7.50849242470736,0.401964702658944,-7.81269470003321
6.74115014103353,7.50849242470736,0.389203918273459,-7.82290297174923
6.72839223931136,7.50849242470736,0.396860388904752,-7.81014263210421
6.73094381965579,7.50849242470736,0.394308232027655,-7.82035090382023
6.73094381965579,7.50083548465368,0.396860388904752,-7.81014263210421
6.73349540000023,7.51359705140982,0.404516859536042,-7.81524676796222
6.73094381965579,7.50083548465368,0.389203918273459,-7.81524676796222
6.73094381965579,7.50849242470736,0.394308232027655,-7.81269470003321
6.73349540000023,7.50849242470736,0.391756075150557,-7.81524676796222
6.72839223931136,7.50849242470736,0.394308232027655,-7.8075905641752
6.73604698034466,7.50849242470736,0.396860388904752,-7.82290297174923
6.73094381965579,7.50083548465368,0.394308232027655,-7.81014263210421
6.73094381965579,7.51359705140982,0.401964702658944,-7.81524676796222
6.73349540000023,7.50083548465368,0.389203918273459,-7.81779883589122
6.73349540000023,7.51359705140982,0.401964702658944,-7.81524676796222
6.73859856068909,7.50849242470736,0.394308232027655,-7.81524676796222
6.72839223931136,7.50849242470736,0.394308232027655,-7.81269470003321
6.73349540000023,7.51359705140982,0.396860388904752,-7.82035090382023
6.73094381965579,7.50338779800491,0.394308232027655,-7.81014263210421
6.72839223931136,7.51614936476105,0.401964702658944,-7.81524676796222
6.73859856068909,7.51104473805859,0.391756075150557,-7.82290297174923
6.72839223931136,7.50594011135613,0.394308232027655,-7.81524676796222
6.73349540000023,7.51104473805859,0.396860388904752,-7.81524676796222
6.73094381965579,7.50083548465368,0.389203918273459,-7.81269470003321
6.72839223931136,7.51104473805859,0.394308232027655,-7.81014263210421
6.73604698034466,7.51104473805859,0.396860388904752,-7.82290297174923
6.73349540000023,7.50594011135613,0.389203918273459,-7.81269470003321
6.73349540000023,7.51359705140982,0.401964702658944,-7.81524676796222
6.73604698034466,7.50849242470736,0.389203918273459,-7.81524676796222
6.72839223931136,7.50849242470736,0.401964702658944,-7.81269470003321
6.73859856068909,7.51359705140982,0.394308232027655,-7.81524676796222
6.73094381965579,7.50083548465368,0.394308232027655,-7.81524676796222
6.73349540000023,7.51104473805859,0.401964702658944,-7.81524676796222
6.73604698034466,7.50594011135613,0.389203918273459,-7.81524676796222
6.72584065896692,7.50849242470736,0.396860388904752,-7.81269470003321
6.73349540000023,7.51104473805859,0.394308232027655,-7.81524676796222
6.73349540000023,7.50849242470736,0.394308232027655,-7.81524676796222
6.73094381965579,7.51104473805859,0.401964702658944,-7.81014263210421
6.73859856068909,7.51359705140982,0.389203918273459,-7.82290297174923
6.73349540000023,7.50338779800491,0.394308232027655,-7.81524676796222
6.73349540000023,7.50849242470736,0.394308232027655,-7.81014263210421
6.74115014103353,7.50849242470736,0.389203918273459,-7.81524676796222
6.72328907862248,7.50083548465368,0.401964702658944,-7.81269470003321
6.73604698034466,7.51359705140982,0.389203918273459,-7.82290297174923
6.72584065896692,7.50083548465368,0.396860388904752,-7.81524676796222
6.73349540000023,7.50849242470736,0.394308232027655,-7.81779883589122
6.73859856068909,7.50849242470736,0.394308232027655,-7.81524676796222
6.73349540000023,7.51104473805859,0.394308232027655,-7.81269470003321
6.72839223931136,7.51359705140982,0.401964702658944,-7.81524676796222
6.73349540000023,7.50849242470736,0.389203918273459,-7.82035090382023
6.72584065896692,7.50338779800491,0.401964702658944,-7.81779883589122
6.73349540000023,7.51614936476105,0.394308232027655,-7.81524676796222
6.73349540000023,7.50849242470736,0.389203918273459,-7.81524676796222
6.72839223931136,7.51104473805859,0.401964702658944,-7.81269470003321
6.73859856068909,7.51359705140982,0.396860388904752,-7.82290297174923
6.73094381965579,7.50849242470736,0.396860388904752,-7.81524676796222
6.72839223931136,7.51104473805859,0.401964702658944,-7.81524676796222
6.73604698034466,7.50594011135613,0.389203918273459,-7.82035090382023
6.72839223931136,7.50338779800491,0.396860388904752,-7.81014263210421
6.73094381965579,7.51614936476105,0.396860388904752,-7.81524676796222
6.73094381965579,7.50849242470736,0.389203918273459,-7.81779883589122
6.72839223931136,7.50849242470736,0.394308232027655,-7.81014263210421
6.73094381965579,7.50594011135613,0.396860388904752,-7.81524676796222
6.73349540000023,7.50849242470736,0.394308232027655,-7.81524676796222
6.73349540000023,7.51104473805859,0.401964702658944,-7.81014263210421
6.73859856068909,7.51359705140982,0.389203918273459,-7.82290297174923
6.73349540000023,7.50338779800491,0.394308232027655,-7.81779883589122
6.73349540000023,7.51104473805859,0.404516859536042,-7.81524676796222
6.73859856068909,7.50849242470736,0.389203918273459,-7.82290297174923
6.72839223931136,7.50083548465368,0.394308232027655,-7.81269470003321
6.73094381965579,7.51104473805859,0.394308232027655,-7.81524676796222
6.73859856068909,7.51104473805859,0.391756075150557,-7.82035090382023
