Sensor.LVDT 1 (medial)/LVDT 1 (medial),Sensor.LVDT 2 (central)/LVDT 2 (central),Sensor.LVDT 3 (lateral)/LVDT 3 (lateral),"Sensor.LVDT 4 (lateral, redundant)/LVDT 4 (lateral"
6.52426581175649,7.50849242470736,0.417277643921526,-7.79993436038819
6.52936897244536,7.51104473805859,0.422381957675722,-7.8050384962462
6.53447213313423,7.50849242470736,0.409621173290237,-7.8050384962462
6.52936897244536,7.50083548465368,0.414725487044429,-7.79993436038819
6.52681739210093,7.50849242470736,0.419829800798624,-7.79993436038819
6.5319205527898,7.51359705140982,0.414725487044429,-7.81014263210421
6.53702371347867,7.50338779800491,0.412173330167331,-7.8024864283172
6.52936897244536,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.422381957675722,-7.8024864283172
6.53447213313423,7.50594011135613,0.407069016413139,-7.8024864283172
6.52936897244536,7.50849242470736,0.417277643921526,-7.79993436038819
6.52681739210093,7.51359705140982,0.419829800798624,-7.8024864283172
6.53447213313423,7.50849242470736,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.422381957675722,-7.8024864283172
6.53702371347867,7.50849242470736,0.409621173290237,-7.8024864283172
6.52936897244536,7.51104473805859,0.414725487044429,-7.79993436038819
6.52936897244536,7.51104473805859,0.414725487044429,-7.8050384962462
6.53447213313423,7.51104473805859,0.407069016413139,-7.8075905641752
6.52936897244536,7.51104473805859,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.419829800798624,-7.79993436038819
6.5319205527898,7.51104473805859,0.409621173290237,-7.81014263210421
6.52936897244536,7.50083548465368,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.422381957675722,-7.8050384962462
6.53702371347867,7.51104473805859,0.409621173290237,-7.8075905641752
6.52936897244536,7.50338779800491,0.417277643921526,-7.8050384962462
6.52681739210093,7.50849242470736,0.422381957675722,-7.79738229245919
6.53702371347867,7.51359705140982,0.414725487044429,-7.8024864283172
6.52936897244536,7.50849242470736,0.414725487044429,-7.8050384962462
6.52936897244536,7.50083548465368,0.417277643921526,-7.8050384962462
6.52936897244536,7.50849242470736,0.422381957675722,-7.8024864283172
6.53702371347867,7.51104473805859,0.407069016413139,-7.81269470003321
6.5319205527898,7.50338779800491,0.417277643921526,-7.8050384962462
6.52426581175649,7.50338779800491,0.419829800798624,-7.79483022453018
6.53447213313423,7.51359705140982,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.409621173290237,-7.8050384962462
6.52426581175649,7.50338779800491,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.422381957675722,-7.79993436038819
6.53447213313423,7.51104473805859,0.414725487044429,-7.81014263210421
6.52936897244536,7.50083548465368,0.417277643921526,-7.79738229245919
6.52681739210093,7.51614936476105,0.419829800798624,-7.8050384962462
6.53702371347867,7.51104473805859,0.412173330167331,-7.81014263210421
6.52936897244536,7.50083548465368,0.414725487044429,-7.79993436038819
6.5319205527898,7.51359705140982,0.417277643921526,-7.8050384962462
6.53447213313423,7.50849242470736,0.407069016413139,-7.8050384962462
6.52681739210093,7.50083548465368,0.422381957675722,-7.8050384962462
6.52936897244536,7.51359705140982,0.414725487044429,-7.8024864283172
6.53702371347867,7.50849242470736,0.417277643921526,-7.8050384962462
6.52936897244536,7.51104473805859,0.417277643921526,-7.79993436038819
6.52936897244536,7.51359705140982,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.414725487044429,-7.8050384962462
6.52426581175649,7.51104473805859,0.417277643921526,-7.79993436038819
6.52936897244536,7.51359705140982,0.414725487044429,-7.81014263210421
6.52936897244536,7.50083548465368,0.409621173290237,-7.8050384962462
6.52426581175649,7.51104473805859,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.414725487044429,-7.81269470003321
6.52936897244536,7.50338779800491,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.407069016413139,-7.8075905641752
6.52936897244536,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51104473805859,0.417277643921526,-7.8050384962462
6.52936897244536,7.50594011135613,0.409621173290237,-7.8075905641752
6.52426581175649,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.412173330167331,-7.8075905641752
6.53702371347867,7.50594011135613,0.409621173290237,-7.8050384962462
6.52426581175649,7.50849242470736,0.414725487044429,-7.8024864283172
6.52936897244536,7.51359705140982,0.419829800798624,-7.8075905641752
6.52936897244536,7.50594011135613,0.409621173290237,-7.81014263210421
6.52426581175649,7.50338779800491,0.417277643921526,-7.8050384962462
6.52936897244536,7.50849242470736,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.417277643921526,-7.81269470003321
6.52936897244536,7.50083548465368,0.407069016413139,-7.8050384962462
6.52426581175649,7.50849242470736,0.422381957675722,-7.8050384962462
6.52936897244536,7.51359705140982,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.417277643921526,-7.8050384962462
6.52681739210093,7.50849242470736,0.422381957675722,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.8075905641752
6.53447213313423,7.50083548465368,0.407069016413139,-7.8050384962462
6.52681739210093,7.51104473805859,0.422381957675722,-7.79483022453018
6.5319205527898,7.51104473805859,0.417277643921526,-7.8050384962462
6.52936897244536,7.50594011135613,0.409621173290237,-7.81014263210421
6.52426581175649,7.50083548465368,0.419829800798624,-7.79993436038819
6.52936897244536,7.51104473805859,0.417277643921526,-7.8024864283172
6.53447213313423,7.51104473805859,0.407069016413139,-7.8050384962462
6.52936897244536,7.50594011135613,0.414725487044429,-7.79738229245919
6.52936897244536,7.51359705140982,0.419829800798624,-7.8050384962462
6.53447213313423,7.50849242470736,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51104473805859,0.422381957675722,-7.8050384962462
6.52936897244536,7.50338779800491,0.407069016413139,-7.8024864283172
6.52426581175649,7.50849242470736,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.414725487044429,-7.8075905641752
6.52936897244536,7.50338779800491,0.407069016413139,-7.8050384962462
6.52936897244536,7.50849242470736,0.422381957675722,-7.79738229245919
6.53447213313423,7.51104473805859,0.417277643921526,-7.8024864283172
6.52936897244536,7.50338779800491,0.414725487044429,-7.8024864283172
6.52936897244536,7.50849242470736,0.417277643921526,-7.8024864283172
6.5319205527898,7.51104473805859,0.409621173290237,-7.8075905641752
6.52426581175649,7.50083548465368,0.417277643921526,-7.8024864283172
6.52936897244536,7.50849242470736,0.419829800798624,-7.8050384962462
6.53702371347867,7.51104473805859,0.409621173290237,-7.81269470003321
6.52171423141206,7.50338779800491,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.422381957675722,-7.8024864283172
6.53702371347867,7.51359705140982,0.409621173290237,-7.8075905641752
6.52426581175649,7.50083548465368,0.417277643921526,-7.8050384962462
6.5319205527898,7.50849242470736,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.407069016413139,-7.8075905641752
6.52426581175649,7.50849242470736,0.417277643921526,-7.79993436038819
6.52936897244536,7.51359705140982,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.8050384962462
6.5319205527898,7.50849242470736,0.419829800798624,-7.79993436038819
6.53702371347867,7.51359705140982,0.409621173290237,-7.81269470003321
6.52936897244536,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.414725487044429,-7.8075905641752
6.52936897244536,7.50338779800491,0.417277643921526,-7.8050384962462
6.52426581175649,7.51359705140982,0.417277643921526,-7.8050384962462
6.53702371347867,7.50594011135613,0.409621173290237,-7.8024864283172
6.52936897244536,7.50849242470736,0.414725487044429,-7.79993436038819
6.5319205527898,7.51359705140982,0.422381957675722,-7.8050384962462
6.53447213313423,7.50849242470736,0.414725487044429,-7.8024864283172
6.52936897244536,7.50849242470736,0.417277643921526,-7.8024864283172
6.52936897244536,7.51359705140982,0.422381957675722,-7.8050384962462
6.53447213313423,7.50849242470736,0.407069016413139,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.79738229245919
6.52936897244536,7.51359705140982,0.422381957675722,-7.8050384962462
6.53702371347867,7.50338779800491,0.407069016413139,-7.8050384962462
6.52681739210093,7.50849242470736,0.412173330167331,-7.79738229245919
6.52936897244536,7.51359705140982,0.422381957675722,-7.8075905641752
6.52936897244536,7.50338779800491,0.407069016413139,-7.8050384962462
6.52426581175649,7.50849242470736,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.414725487044429,-7.8075905641752
6.52936897244536,7.50083548465368,0.417277643921526,-7.8024864283172
6.5319205527898,7.51359705140982,0.414725487044429,-7.8050384962462
6.53447213313423,7.51104473805859,0.409621173290237,-7.81014263210421
6.52936897244536,7.50338779800491,0.414725487044429,-7.8024864283172
6.52936897244536,7.51104473805859,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.417277643921526,-7.81014263210421
6.52936897244536,7.50083548465368,0.414725487044429,-7.79993436038819
6.52426581175649,7.50849242470736,0.419829800798624,-7.8050384962462
6.52936897244536,7.50849242470736,0.417277643921526,-7.81014263210421
6.53447213313423,7.50338779800491,0.409621173290237,-7.8050384962462
6.52426581175649,7.50594011135613,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.419829800798624,-7.8050384962462
6.53957529382311,7.50849242470736,0.414725487044429,-7.8075905641752
6.52936897244536,7.50338779800491,0.414725487044429,-7.79993436038819
6.52426581175649,7.51359705140982,0.417277643921526,-7.8050384962462
6.53447213313423,7.50849242470736,0.414725487044429,-7.8075905641752
6.52936897244536,7.50083548465368,0.407069016413139,-7.8050384962462
6.52681739210093,7.50338779800491,0.414725487044429,-7.79993436038819
6.52681739210093,7.51359705140982,0.422381957675722,-7.8024864283172
6.52936897244536,7.51359705140982,0.417277643921526,-7.8075905641752
6.53447213313423,7.51104473805859,0.407069016413139,-7.8050384962462
6.52936897244536,7.50338779800491,0.414725487044429,-7.79993436038819
6.52681739210093,7.51104473805859,0.419829800798624,-7.8050384962462
6.53702371347867,7.50849242470736,0.417277643921526,-7.8075905641752
6.52936897244536,7.50594011135613,0.407069016413139,-7.8050384962462
6.52426581175649,7.51104473805859,0.422381957675722,-7.8050384962462
6.52936897244536,7.50849242470736,0.417277643921526,-7.8075905641752
6.53702371347867,7.50594011135613,0.409621173290237,-7.8050384962462
6.52681739210093,7.50849242470736,0.424934114552819,-7.79738229245919
6.52936897244536,7.51359705140982,0.414725487044429,-7.8050384962462
6.52936897244536,7.51104473805859,0.409621173290237,-7.8050384962462
6.52681739210093,7.50594011135613,0.417277643921526,-7.79738229245919
6.52936897244536,7.51359705140982,0.419829800798624,-7.8024864283172
6.53702371347867,7.50849242470736,0.407069016413139,-7.8050384962462
6.52426581175649,7.50849242470736,0.417277643921526,-7.79993436038819
6.52936897244536,7.51104473805859,0.417277643921526,-7.8075905641752
6.52936897244536,7.50338779800491,0.407069016413139,-7.8050384962462
6.52426581175649,7.50849242470736,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.414725487044429,-7.81269470003321
6.52936897244536,7.50338779800491,0.407069016413139,-7.8050384962462
6.52936897244536,7.51104473805859,0.422381957675722,-7.8050384962462
6.53702371347867,7.51104473805859,0.409621173290237,-7.8050384962462
6.52426581175649,7.50849242470736,0.414725487044429,-7.79993436038819
6.53702371347867,7.51359705140982,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.417277643921526,-7.8050384962462
6.52681739210093,7.51104473805859,0.422381957675722,-7.79993436038819
6.53447213313423,7.51359705140982,0.414725487044429,-7.81014263210421
6.52936897244536,7.50338779800491,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.8050384962462
6.53447213313423,7.50849242470736,0.407069016413139,-7.81014263210421
6.52426581175649,7.50083548465368,0.422381957675722,-7.79993436038819
6.52936897244536,7.51104473805859,0.414725487044429,-7.8075905641752
6.52936897244536,7.50083548465368,0.409621173290237,-7.8024864283172
6.52681739210093,7.50594011135613,0.422381957675722,-7.8050384962462
6.52936897244536,7.50849242470736,0.417277643921526,-7.8075905641752
6.52936897244536,7.50083548465368,0.414725487044429,-7.79738229245919
6.52681739210093,7.51104473805859,0.422381957675722,-7.8050384962462
6.53702371347867,7.51104473805859,0.409621173290237,-7.8050384962462
6.52426581175649,7.50338779800491,0.417277643921526,-7.79993436038819
6.5319205527898,7.50849242470736,0.417277643921526,-7.8050384962462
6.53447213313423,7.50849242470736,0.409621173290237,-7.8050384962462
6.52426581175649,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.417277643921526,-7.81014263210421
6.52936897244536,7.50338779800491,0.407069016413139,-7.8050384962462
6.52426581175649,7.50849242470736,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.417277643921526,-7.81014263210421
6.52936897244536,7.50083548465368,0.414725487044429,-7.79738229245919
6.52681739210093,7.51359705140982,0.422381957675722,-7.79993436038819
6.53957529382311,7.50849242470736,0.409621173290237,-7.81014263210421
6.52936897244536,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.422381957675722,-7.81014263210421
6.52936897244536,7.50083548465368,0.409621173290237,-7.8050384962462
6.52426581175649,7.50083548465368,0.422381957675722,-7.79738229245919
6.52936897244536,7.51359705140982,0.417277643921526,-7.81014263210421
6.52936897244536,7.50083548465368,0.414725487044429,-7.8050384962462
6.52936897244536,7.50594011135613,0.417277643921526,-7.8050384962462
6.53447213313423,7.51104473805859,0.409621173290237,-7.81014263210421
6.52681739210093,7.50083548465368,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.422381957675722,-7.8050384962462
6.53957529382311,7.50849242470736,0.409621173290237,-7.8024864283172
6.52936897244536,7.50849242470736,0.417277643921526,-7.8024864283172
6.52936897244536,7.51359705140982,0.422381957675722,-7.81014263210421
6.52936897244536,7.50338779800491,0.407069016413139,-7.8050384962462
6.52426581175649,7.50849242470736,0.417277643921526,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.8075905641752
6.52936897244536,7.50594011135613,0.407069016413139,-7.8024864283172
6.52681739210093,7.51104473805859,0.419829800798624,-7.8050384962462
6.53447213313423,7.51104473805859,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.8024864283172
6.52426581175649,7.50849242470736,0.422381957675722,-7.79993436038819
6.5319205527898,7.51104473805859,0.417277643921526,-7.81014263210421
6.52936897244536,7.50083548465368,0.409621173290237,-7.8050384962462
6.52426581175649,7.50849242470736,0.419829800798624,-7.8050384962462
6.52936897244536,7.50849242470736,0.417277643921526,-7.8075905641752
6.5319205527898,7.49828317130245,0.409621173290237,-7.79993436038819
6.52681739210093,7.51104473805859,0.422381957675722,-7.8050384962462
6.53447213313423,7.50849242470736,0.409621173290237,-7.8050384962462
6.52426581175649,7.50849242470736,0.424934114552819,-7.79738229245919
6.53702371347867,7.51359705140982,0.414725487044429,-7.8050384962462
6.52936897244536,7.50338779800491,0.414725487044429,-7.8050384962462
6.52681739210093,7.50849242470736,0.422381957675722,-7.8024864283172
6.53447213313423,7.51359705140982,0.414725487044429,-7.81014263210421
6.5319205527898,7.50338779800491,0.409621173290237,-7.8024864283172
6.52426581175649,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51359705140982,0.419829800798624,-7.8050384962462
6.53957529382311,7.50849242470736,0.407069016413139,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.79993436038819
6.52936897244536,7.51104473805859,0.422381957675722,-7.8024864283172
6.53447213313423,7.50849242470736,0.409621173290237,-7.8050384962462
6.52936897244536,7.50849242470736,0.417277643921526,-7.79993436038819
6.52426581175649,7.51104473805859,0.422381957675722,-7.8050384962462
6.53447213313423,7.50849242470736,0.417277643921526,-7.8075905641752
6.52936897244536,7.50083548465368,0.417277643921526,-7.79993436038819
6.52426581175649,7.51359705140982,0.422381957675722,-7.8050384962462
6.53447213313423,7.50849242470736,0.417277643921526,-7.81014263210421
6.52936897244536,7.50083548465368,0.412173330167331,-7.79993436038819
6.52426581175649,7.50594011135613,0.419829800798624,-7.8024864283172
6.53702371347867,7.50849242470736,0.417277643921526,-7.8075905641752
6.52936897244536,7.50083548465368,0.414725487044429,-7.79993436038819
6.52936897244536,7.51104473805859,0.422381957675722,-7.8050384962462
6.53447213313423,7.50849242470736,0.414725487044429,-7.8075905641752
6.52936897244536,7.50594011135613,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.422381957675722,-7.79993436038819
6.53702371347867,7.51104473805859,0.409621173290237,-7.81014263210421
6.5319205527898,7.50849242470736,0.414725487044429,-7.8050384962462
6.52426581175649,7.50849242470736,0.419829800798624,-7.79993436038819
6.53447213313423,7.51359705140982,0.409621173290237,-7.8075905641752
6.52936897244536,7.50594011135613,0.417277643921526,-7.8024864283172
6.52936897244536,7.50849242470736,0.422381957675722,-7.79993436038819
6.53447213313423,7.51359705140982,0.414725487044429,-7.8075905641752
6.52936897244536,7.50849242470736,0.417277643921526,-7.8024864283172
6.5319205527898,7.50849242470736,0.422381957675722,-7.8050384962462
6.52936897244536,7.50849242470736,0.417277643921526,-7.81014263210421
6.52936897244536,7.50594011135613,0.407069016413139,-7.8024864283172
6.52426581175649,7.50849242470736,0.419829800798624,-7.8024864283172
6.53702371347867,7.51359705140982,0.417277643921526,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.8050384962462
6.52426581175649,7.50849242470736,0.422381957675722,-7.79993436038819
6.52936897244536,7.51359705140982,0.417277643921526,-7.81014263210421
6.52936897244536,7.50083548465368,0.407069016413139,-7.8024864283172
6.52426581175649,7.50849242470736,0.414725487044429,-7.8050384962462
6.52936897244536,7.51359705140982,0.417277643921526,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.8050384962462
6.52681739210093,7.51104473805859,0.419829800798624,-7.79993436038819
6.5319205527898,7.51359705140982,0.414725487044429,-7.8050384962462
6.52936897244536,7.50338779800491,0.414725487044429,-7.8050384962462
6.52936897244536,7.51359705140982,0.417277643921526,-7.8050384962462
6.52936897244536,7.50849242470736,0.409621173290237,-7.8075905641752
6.52681739210093,7.50083548465368,0.422381957675722,-7.79483022453018
6.52936897244536,7.51359705140982,0.419829800798624,-7.8075905641752
6.53447213313423,7.51104473805859,0.409621173290237,-7.81269470003321
6.51916265106762,7.50083548465368,0.422381957675722,-7.79993436038819
6.5319205527898,7.51359705140982,0.422381957675722,-7.8050384962462
6.53702371347867,7.50338779800491,0.409621173290237,-7.8050384962462
6.52681739210093,7.51104473805859,0.414725487044429,-7.79993436038819
6.52936897244536,7.50849242470736,0.412173330167331,-7.8075905641752
6.52936897244536,7.50083548465368,0.412173330167331,-7.8050384962462
6.52426581175649,7.50849242470736,0.422381957675722,-7.8050384962462
6.53447213313423,7.51359705140982,0.407069016413139,-7.8050384962462
6.52681739210093,7.50338779800491,0.417277643921526,-7.8050384962462
6.52936897244536,7.50849242470736,0.419829800798624,-7.8050384962462
6.53702371347867,7.51104473805859,0.409621173290237,-7.81014263210421
6.52426581175649,7.50338779800491,0.417277643921526,-7.8050384962462
6.5319205527898,7.51614936476105,0.417277643921526,-7.8050384962462
6.53702371347867,7.51104473805859,0.407069016413139,-7.8075905641752
6.52426581175649,7.50083548465368,0.419829800798624,-7.8024864283172
6.52936897244536,7.50849242470736,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.414725487044429,-7.8050384962462
6.52936897244536,7.50849242470736,0.422381957675722,-7.79993436038819
6.53702371347867,7.50849242470736,0.409621173290237,-7.8075905641752
6.52426581175649,7.50083548465368,0.424934114552819,-7.79993436038819
6.53702371347867,7.51104473805859,0.414725487044429,-7.81014263210421
6.52936897244536,7.50849242470736,0.417277643921526,-7.8050384962462
6.5319205527898,7.51359705140982,0.422381957675722,-7.8050384962462
6.53702371347867,7.50849242470736,0.407069016413139,-7.8075905641752
6.52681739210093,7.50849242470736,0.414725487044429,-7.79993436038819
6.52426581175649,7.51359705140982,0.417277643921526,-7.8050384962462
